transaction_id,customer_id,persona,date,hour,branch,channel,items,num_items,amount_bhd,payment_method,loyalty_member
TXN144293,CUST0239,Frequent,2024-10-19,13,Seef,Takeaway,Cappuccino + Spanish Latte,2,3.9,Card,True
TXN153618,CUST0425,Weekend Visitor,2024-10-19,18,Seef,Jahez,Espresso + Cheesecake + Cortado + Cappuccino,4,7.4,Benefit Pay,False
TXN133737,CUST0117,Daily Regular,2024-10-19,18,Adliya,Talabat,Flat White + Cortado,2,3.5,Apple Pay,True
TXN132657,CUST0113,Daily Regular,2024-10-19,17,Seef,Dine-in,Americano,1,1.4,Benefit Pay,False
TXN110810,CUST0036,Daily Regular,2024-10-19,9,Riffa,Jahez,Spanish Latte,1,2.1,Card,True
TXN107797,CUST0026,Daily Regular,2024-10-19,7,Riffa,Dine-in,Matcha Latte,1,2.5,Benefit Pay,True
TXN101667,CUST0006,Daily Regular,2024-10-19,10,Muharraq,Takeaway,Spanish Latte,1,2.1,Benefit Pay,True
TXN132268,CUST0112,Daily Regular,2024-10-19,8,Riffa,Talabat,Cortado,1,1.6,Card,True
TXN100361,CUST0002,Daily Regular,2024-10-19,10,Seef,Takeaway,Cold Brew,1,2.2,Benefit Pay,True
TXN124454,CUST0085,Daily Regular,2024-10-19,12,Riffa,Takeaway,Iced Latte + Cortado,2,3.6,Cash,True
TXN143535,CUST0230,Frequent,2024-10-19,13,Seef,Talabat,Cold Brew + Date Cake,2,4.4,Apple Pay,True
TXN141291,CUST0203,Frequent,2024-10-19,8,Adliya,Jahez,Cortado + Cappuccino,2,3.4,Apple Pay,True
TXN140224,CUST0189,Frequent,2024-10-19,9,Seef,Takeaway,Flat White,1,1.9,Card,True
TXN123945,CUST0083,Daily Regular,2024-10-19,18,Adliya,Takeaway,Spanish Latte,1,2.1,Benefit Pay,False
TXN125443,CUST0088,Daily Regular,2024-10-19,12,Muharraq,Takeaway,Matcha Latte + Halloumi Sandwich,2,5.7,Apple Pay,True
TXN115228,CUST0050,Daily Regular,2024-10-19,10,Seef,Talabat,Iced Latte,1,2.0,Benefit Pay,True
TXN135619,CUST0131,Frequent,2024-10-19,9,Muharraq,Takeaway,Iced Latte,1,2.0,Benefit Pay,True
TXN127461,CUST0096,Daily Regular,2024-10-19,19,Riffa,Dine-in,Cortado,1,1.6,Apple Pay,True
TXN109612,CUST0032,Daily Regular,2024-10-19,17,Riffa,Dine-in,Iced Latte,1,2.0,Apple Pay,True
TXN102084,CUST0008,Daily Regular,2024-10-19,11,Seef,Dine-in,Espresso,1,1.2,Benefit Pay,True
TXN128449,CUST0100,Daily Regular,2024-10-19,19,Riffa,Dine-in,Matcha Latte + Cheesecake,2,5.3,Benefit Pay,True
TXN123708,CUST0082,Daily Regular,2024-10-19,8,Muharraq,Talabat,Flat White + Spanish Latte,2,4.0,Benefit Pay,True
TXN130796,CUST0108,Daily Regular,2024-10-19,13,Adliya,Dine-in,Espresso + Espresso,2,2.4,Benefit Pay,True
TXN133929,CUST0118,Daily Regular,2024-10-19,11,Adliya,Talabat,Americano,1,1.4,Cash,True
TXN117638,CUST0060,Daily Regular,2024-10-19,14,Adliya,Dine-in,Matcha Latte,1,2.5,Card,True
TXN122052,CUST0076,Daily Regular,2024-10-19,17,Muharraq,Dine-in,Iced Latte + Flat White,2,3.9,Apple Pay,True
TXN133964,CUST0118,Daily Regular,2024-10-19,17,Adliya,Dine-in,Flat White + Cheesecake,2,4.7,Apple Pay,True
TXN100055,CUST0001,Daily Regular,2024-10-19,19,Seef,Dine-in,Flat White,1,1.9,Benefit Pay,True
TXN139093,CUST0173,Frequent,2024-10-19,10,Muharraq,Takeaway,Spanish Latte + Matcha Latte + Espresso,3,5.8,Card,False
TXN131987,CUST0111,Daily Regular,2024-10-19,16,Muharraq,Jahez,Matcha Latte,1,2.5,Apple Pay,False
TXN154155,CUST0441,Weekend Visitor,2024-10-19,11,Seef,Dine-in,Cappuccino + Espresso,2,3.0,Cash,False
TXN123596,CUST0081,Daily Regular,2024-10-19,8,Muharraq,Talabat,Cortado,1,1.6,Benefit Pay,True
TXN148093,CUST0284,Frequent,2024-10-19,18,Seef,Takeaway,Cortado,1,1.6,Benefit Pay,True
TXN122468,CUST0077,Daily Regular,2024-10-19,16,Adliya,Takeaway,Espresso,1,1.2,Benefit Pay,True
TXN150686,CUST0335,Weekend Visitor,2024-10-19,9,Muharraq,Jahez,Flat White + Flat White + Avocado Toast + Spanish Latte,4,9.4,Benefit Pay,False
TXN110715,CUST0036,Daily Regular,2024-10-19,12,Muharraq,Talabat,Latte + Karak Tea,2,2.6,Card,True
TXN137386,CUST0152,Frequent,2024-10-19,9,Riffa,Dine-in,Cortado,1,1.6,Benefit Pay,True
TXN115809,CUST0052,Daily Regular,2024-10-19,12,Muharraq,Dine-in,Cappuccino + Espresso,2,3.0,Cash,True
TXN157639,CUST0719,One-Timer,2024-10-19,9,Riffa,Dine-in,Americano,1,1.4,Card,False
TXN156071,CUST0499,Weekend Visitor,2024-10-19,9,Riffa,Jahez,Spanish Latte + Matcha Latte,2,4.6,Apple Pay,False
TXN146795,CUST0270,Frequent,2024-10-19,7,Muharraq,Talabat,Cappuccino + Cheesecake,2,4.6,Card,True
TXN108797,CUST0029,Daily Regular,2024-10-19,7,Seef,Dine-in,Cortado + Spanish Latte,2,3.7,Cash,True
TXN131324,CUST0109,Daily Regular,2024-10-19,12,Muharraq,Takeaway,Iced Latte + Cold Brew,2,4.2,Card,True
TXN146733,CUST0270,Frequent,2024-10-19,17,Muharraq,Talabat,Cortado,1,1.6,Cash,True
TXN151699,CUST0367,Weekend Visitor,2024-10-19,8,Adliya,Takeaway,Espresso + Flat White,2,3.1,Apple Pay,False
TXN127739,CUST0097,Daily Regular,2024-10-19,10,Seef,Takeaway,Espresso,1,1.2,Apple Pay,True
TXN152773,CUST0399,Weekend Visitor,2024-10-19,14,Seef,Dine-in,Iced Latte + Cortado + Halloumi Sandwich + Date Cake,4,9.0,Cash,False
TXN147990,CUST0282,Frequent,2024-10-19,10,Riffa,Dine-in,Spanish Latte + Flat White,2,4.0,Benefit Pay,False
TXN114339,CUST0047,Daily Regular,2024-10-19,10,Adliya,Takeaway,Cappuccino,1,1.8,Card,True
TXN106321,CUST0022,Daily Regular,2024-10-19,13,Adliya,Dine-in,Latte + Date Cake,2,4.0,Cash,True
TXN146287,CUST0264,Frequent,2024-10-19,15,Riffa,Takeaway,Flat White + Date Cake,2,4.1,Benefit Pay,True
TXN145744,CUST0258,Frequent,2024-10-19,16,Riffa,Dine-in,Flat White,1,1.9,Apple Pay,True
TXN104974,CUST0017,Daily Regular,2024-10-19,17,Riffa,Dine-in,Spanish Latte,1,2.1,Benefit Pay,False
TXN122407,CUST0077,Daily Regular,2024-10-19,9,Adliya,Takeaway,Espresso,1,1.2,Benefit Pay,True
TXN103111,CUST0011,Daily Regular,2024-10-19,7,Muharraq,Takeaway,Americano + Matcha Latte,2,3.9,Card,True
TXN157441,CUST0677,Occasional,2024-10-19,9,Seef,Dine-in,Flat White + Flat White + Cappuccino,3,5.6,Benefit Pay,False
TXN123440,CUST0081,Daily Regular,2024-10-19,9,Seef,Takeaway,Cortado,1,1.6,Cash,True
TXN130184,CUST0106,Daily Regular,2024-10-19,11,Adliya,Takeaway,Latte + Espresso,2,3.0,Benefit Pay,True
TXN124096,CUST0083,Daily Regular,2024-10-19,7,Adliya,Takeaway,Flat White,1,1.9,Benefit Pay,False
TXN119778,CUST0067,Daily Regular,2024-10-19,16,Seef,Talabat,Matcha Latte,1,2.5,Card,True
TXN111603,CUST0038,Daily Regular,2024-10-19,15,Muharraq,Jahez,Matcha Latte + Croissant,2,4.0,Apple Pay,True
TXN141465,CUST0205,Frequent,2024-10-19,8,Riffa,Dine-in,Spanish Latte,1,2.1,Benefit Pay,True
TXN156760,CUST0591,Occasional,2024-10-19,15,Muharraq,Dine-in,Latte,1,1.8,Card,False
TXN130620,CUST0107,Daily Regular,2024-10-19,14,Muharraq,Dine-in,Matcha Latte,1,2.5,Benefit Pay,True
TXN107730,CUST0026,Daily Regular,2024-10-19,8,Riffa,Takeaway,Matcha Latte,1,2.5,Cash,True
TXN110915,CUST0036,Daily Regular,2024-10-19,8,Adliya,Dine-in,Cortado + Cold Brew,2,3.8,Card,True
TXN150988,CUST0344,Weekend Visitor,2024-10-19,11,Seef,Dine-in,Iced Latte + Spanish Latte,2,4.1,Card,False
TXN127399,CUST0095,Daily Regular,2024-10-19,7,Adliya,Takeaway,Americano,1,1.4,Apple Pay,False
TXN134280,CUST0119,Daily Regular,2024-10-20,15,Seef,Jahez,Iced Latte + Avocado Toast,2,5.5,Benefit Pay,True
TXN122665,CUST0078,Daily Regular,2024-10-20,10,Adliya,Dine-in,Spanish Latte,1,2.1,Cash,True
TXN116363,CUST0054,Daily Regular,2024-10-20,11,Muharraq,Takeaway,Cortado + Cold Brew,2,3.8,Benefit Pay,False
TXN124795,CUST0086,Daily Regular,2024-10-20,16,Seef,Takeaway,Iced Latte + Halloumi Sandwich,2,5.2,Cash,True
TXN103825,CUST0013,Daily Regular,2024-10-20,9,Muharraq,Takeaway,Americano,1,1.4,Cash,True
TXN144918,CUST0247,Frequent,2024-10-20,17,Seef,Dine-in,Matcha Latte + Cheesecake,2,5.3,Benefit Pay,True
TXN127629,CUST0097,Daily Regular,2024-10-20,11,Seef,Dine-in,Latte,1,1.8,Apple Pay,True
TXN111222,CUST0038,Daily Regular,2024-10-20,8,Muharraq,Dine-in,Iced Latte,1,2.0,Apple Pay,True
TXN120359,CUST0069,Daily Regular,2024-10-20,8,Muharraq,Dine-in,Americano + Cheesecake,2,4.2,Card,True
TXN136940,CUST0146,Frequent,2024-10-20,15,Adliya,Dine-in,Iced Latte,1,2.0,Benefit Pay,True
TXN140956,CUST0199,Frequent,2024-10-20,9,Riffa,Dine-in,Cappuccino,1,1.8,Card,False
TXN120364,CUST0069,Daily Regular,2024-10-20,8,Muharraq,Dine-in,Americano + Flat White,2,3.3,Benefit Pay,True
TXN139908,CUST0184,Frequent,2024-10-20,10,Muharraq,Talabat,Cappuccino + Cold Brew,2,4.0,Cash,False
TXN140405,CUST0192,Frequent,2024-10-20,17,Seef,Dine-in,Cappuccino + Iced Latte + Espresso,3,5.0,Apple Pay,True
TXN119883,CUST0068,Daily Regular,2024-10-20,7,Riffa,Dine-in,Flat White + Croissant,2,3.4,Benefit Pay,True
TXN107127,CUST0024,Daily Regular,2024-10-20,15,Adliya,Jahez,Americano + Matcha Latte,2,3.9,Benefit Pay,True
TXN125630,CUST0089,Daily Regular,2024-10-20,14,Seef,Takeaway,Spanish Latte + Americano,2,3.5,Apple Pay,False
TXN117230,CUST0059,Daily Regular,2024-10-20,9,Seef,Dine-in,Latte,1,1.8,Benefit Pay,True
TXN149193,CUST0297,Frequent,2024-10-20,10,Riffa,Dine-in,Americano + Spanish Latte + Spanish Latte,3,5.6,Benefit Pay,True
TXN136532,CUST0142,Frequent,2024-10-20,11,Muharraq,Takeaway,Latte + Cold Brew,2,4.0,Apple Pay,True
TXN152787,CUST0399,Weekend Visitor,2024-10-20,16,Muharraq,Dine-in,Iced Latte + Iced Latte,2,4.0,Benefit Pay,False
TXN139373,CUST0177,Frequent,2024-10-20,17,Riffa,Dine-in,Matcha Latte,1,2.5,Benefit Pay,True
TXN118116,CUST0062,Daily Regular,2024-10-20,9,Adliya,Dine-in,Matcha Latte,1,2.5,Benefit Pay,True
TXN151028,CUST0346,Weekend Visitor,2024-10-20,20,Riffa,Takeaway,Cold Brew + Latte + Matcha Latte,3,6.5,Apple Pay,False
TXN122129,CUST0076,Daily Regular,2024-10-20,11,Muharraq,Talabat,Cappuccino + Avocado Toast,2,5.3,Apple Pay,True
TXN150034,CUST0315,Weekend Visitor,2024-10-20,7,Adliya,Dine-in,Matcha Latte + Flat White,2,4.4,Card,False
TXN132595,CUST0113,Daily Regular,2024-10-20,17,Muharraq,Dine-in,Espresso + Americano,2,2.6,Benefit Pay,False
TXN115581,CUST0052,Daily Regular,2024-10-20,15,Muharraq,Takeaway,Cold Brew,1,2.2,Card,True
TXN101467,CUST0006,Daily Regular,2024-10-20,16,Muharraq,Takeaway,Cortado + Flat White,2,3.5,Benefit Pay,True
TXN101091,CUST0004,Daily Regular,2024-10-20,11,Adliya,Takeaway,Espresso,1,1.2,Card,False
TXN104145,CUST0014,Daily Regular,2024-10-20,7,Adliya,Takeaway,Flat White,1,1.9,Benefit Pay,True
TXN149180,CUST0297,Frequent,2024-10-20,14,Seef,Dine-in,Americano + Espresso + Latte,3,4.4,Cash,True
TXN113113,CUST0043,Daily Regular,2024-10-20,8,Adliya,Talabat,Spanish Latte,1,2.1,Cash,True
TXN142152,CUST0214,Frequent,2024-10-20,18,Adliya,Takeaway,Espresso,1,1.2,Benefit Pay,False
TXN134323,CUST0120,Daily Regular,2024-10-20,12,Adliya,Dine-in,Cortado + Halloumi Sandwich,2,4.8,Benefit Pay,True
TXN142558,CUST0219,Frequent,2024-10-20,18,Riffa,Dine-in,Flat White,1,1.9,Cash,True
TXN136051,CUST0136,Frequent,2024-10-20,16,Seef,Jahez,Americano + Spanish Latte,2,3.5,Benefit Pay,True
TXN102436,CUST0009,Daily Regular,2024-10-20,17,Muharraq,Talabat,Matcha Latte,1,2.5,Apple Pay,True
TXN130540,CUST0107,Daily Regular,2024-10-20,7,Muharraq,Dine-in,Spanish Latte,1,2.1,Benefit Pay,True
TXN108087,CUST0027,Daily Regular,2024-10-20,14,Riffa,Talabat,Matcha Latte,1,2.5,Benefit Pay,False
TXN102606,CUST0009,Daily Regular,2024-10-20,9,Muharraq,Talabat,Latte + Matcha Latte,2,4.3,Benefit Pay,True
TXN103679,CUST0012,Daily Regular,2024-10-20,10,Muharraq,Dine-in,Americano,1,1.4,Benefit Pay,True
TXN124736,CUST0086,Daily Regular,2024-10-20,9,Muharraq,Takeaway,Cortado + Latte,2,3.4,Benefit Pay,True
TXN113143,CUST0043,Daily Regular,2024-10-20,12,Adliya,Takeaway,Latte + Americano,2,3.2,Apple Pay,True
TXN122199,CUST0076,Daily Regular,2024-10-20,9,Muharraq,Dine-in,Matcha Latte,1,2.5,Apple Pay,True
TXN109912,CUST0033,Daily Regular,2024-10-20,12,Seef,Dine-in,Iced Latte + Latte,2,3.8,Card,True
TXN138103,CUST0161,Frequent,2024-10-20,16,Adliya,Talabat,Latte,1,1.8,Card,True
TXN144749,CUST0245,Frequent,2024-10-20,10,Seef,Dine-in,Cold Brew + Halloumi Sandwich + Espresso,3,6.6,Benefit Pay,True
TXN137606,CUST0155,Frequent,2024-10-20,18,Muharraq,Dine-in,Espresso,1,1.2,Benefit Pay,True
TXN146070,CUST0262,Frequent,2024-10-20,12,Riffa,Takeaway,Cold Brew,1,2.2,Apple Pay,True
TXN107887,CUST0027,Daily Regular,2024-10-20,7,Riffa,Dine-in,Flat White,1,1.9,Card,False
TXN147942,CUST0282,Frequent,2024-10-20,20,Riffa,Talabat,Matcha Latte,1,2.5,Card,False
TXN130657,CUST0107,Daily Regular,2024-10-20,17,Muharraq,Dine-in,Spanish Latte,1,2.1,Apple Pay,True
TXN142894,CUST0223,Frequent,2024-10-20,18,Seef,Jahez,Cold Brew + Cortado,2,3.8,Card,True
TXN137350,CUST0152,Frequent,2024-10-20,14,Muharraq,Talabat,Latte,1,1.8,Card,True
TXN155345,CUST0475,Weekend Visitor,2024-10-20,14,Muharraq,Dine-in,Cold Brew + Flat White,2,4.1,Apple Pay,True
TXN121657,CUST0074,Daily Regular,2024-10-20,17,Muharraq,Takeaway,Cortado,1,1.6,Cash,False
TXN106344,CUST0022,Daily Regular,2024-10-20,17,Adliya,Takeaway,Iced Latte + Cappuccino,2,3.8,Apple Pay,True
TXN140176,CUST0188,Frequent,2024-10-20,13,Seef,Takeaway,Spanish Latte + Croissant + Cold Brew,3,5.8,Apple Pay,False
TXN136759,CUST0144,Frequent,2024-10-20,11,Muharraq,Talabat,Flat White + Avocado Toast,2,5.4,Benefit Pay,False
TXN155452,CUST0479,Weekend Visitor,2024-10-20,11,Adliya,Takeaway,Spanish Latte + Espresso + Spanish Latte + Cheesecake,4,8.2,Apple Pay,False
TXN134687,CUST0120,Daily Regular,2024-10-20,14,Adliya,Dine-in,Matcha Latte + Flat White,2,4.4,Card,True
TXN108325,CUST0028,Daily Regular,2024-10-20,9,Riffa,Jahez,Iced Latte + Flat White,2,3.9,Apple Pay,True
TXN109939,CUST0033,Daily Regular,2024-10-20,9,Seef,Dine-in,Espresso + Date Cake,2,3.4,Card,True
TXN137602,CUST0155,Frequent,2024-10-20,10,Muharraq,Dine-in,Cortado + Americano + Cappuccino,3,4.8,Benefit Pay,True
TXN102356,CUST0009,Daily Regular,2024-10-20,7,Muharraq,Jahez,Iced Latte + Date Cake,2,4.2,Apple Pay,True
TXN103460,CUST0012,Daily Regular,2024-10-20,11,Muharraq,Takeaway,Americano,1,1.4,Benefit Pay,True
TXN113226,CUST0043,Daily Regular,2024-10-20,8,Adliya,Dine-in,Cortado + Cold Brew,2,3.8,Cash,True
TXN128398,CUST0100,Daily Regular,2024-10-20,17,Riffa,Takeaway,Latte,1,1.8,Cash,True
TXN117226,CUST0059,Daily Regular,2024-10-20,7,Seef,Talabat,Americano,1,1.4,Apple Pay,True
TXN128960,CUST0101,Daily Regular,2024-10-20,15,Seef,Talabat,Matcha Latte,1,2.5,Benefit Pay,True
TXN132693,CUST0113,Daily Regular,2024-10-20,16,Seef,Dine-in,Matcha Latte,1,2.5,Benefit Pay,False
TXN150116,CUST0318,Weekend Visitor,2024-10-20,16,Adliya,Jahez,Cold Brew + Spanish Latte + Halloumi Sandwich + Date Cake,4,9.7,Benefit Pay,True
TXN119683,CUST0067,Daily Regular,2024-10-20,8,Muharraq,Dine-in,Matcha Latte + Flat White,2,4.4,Benefit Pay,True
TXN154971,CUST0463,Weekend Visitor,2024-10-20,10,Muharraq,Takeaway,Americano + Cappuccino + Cortado + Matcha Latte,4,7.3,Card,False
TXN149172,CUST0297,Frequent,2024-10-20,15,Riffa,Dine-in,Spanish Latte,1,2.1,Benefit Pay,True
TXN107061,CUST0024,Daily Regular,2024-10-20,19,Adliya,Takeaway,Cappuccino,1,1.8,Cash,True
TXN130388,CUST0107,Daily Regular,2024-10-20,11,Muharraq,Talabat,Spanish Latte + Flat White,2,4.0,Benefit Pay,True
TXN107725,CUST0026,Daily Regular,2024-10-20,8,Adliya,Dine-in,Cortado + Karak Tea,2,2.4,Apple Pay,True
TXN126496,CUST0092,Daily Regular,2024-10-20,10,Muharraq,Dine-in,Iced Latte + Matcha Latte,2,4.5,Benefit Pay,True
TXN131917,CUST0111,Daily Regular,2024-10-20,16,Seef,Dine-in,Iced Latte,1,2.0,Card,False
TXN118363,CUST0063,Daily Regular,2024-10-20,13,Adliya,Takeaway,Latte + Latte,2,3.6,Benefit Pay,True
TXN112732,CUST0042,Daily Regular,2024-10-20,10,Seef,Dine-in,Flat White + Spanish Latte,2,4.0,Benefit Pay,True
TXN120437,CUST0069,Daily Regular,2024-10-20,17,Muharraq,Talabat,Matcha Latte,1,2.5,Card,True
TXN120275,CUST0069,Daily Regular,2024-10-20,14,Muharraq,Dine-in,Matcha Latte + Halloumi Sandwich,2,5.7,Benefit Pay,True
TXN122459,CUST0077,Daily Regular,2024-10-20,13,Adliya,Dine-in,Flat White + Matcha Latte,2,4.4,Card,True
TXN154238,CUST0443,Weekend Visitor,2024-10-20,10,Muharraq,Dine-in,Cortado + Spanish Latte,2,3.7,Cash,False
TXN132227,CUST0112,Daily Regular,2024-10-20,17,Muharraq,Dine-in,Espresso + Croissant,2,2.7,Card,True
TXN127888,CUST0098,Daily Regular,2024-10-20,10,Muharraq,Takeaway,Cortado + Avocado Toast,2,5.1,Benefit Pay,True
TXN109400,CUST0031,Daily Regular,2024-10-20,13,Adliya,Takeaway,Americano,1,1.4,Apple Pay,True
TXN128883,CUST0101,Daily Regular,2024-10-20,16,Adliya,Dine-in,Espresso + Halloumi Sandwich,2,4.4,Cash,True
TXN146605,CUST0268,Frequent,2024-10-20,20,Adliya,Talabat,Americano + Matcha Latte,2,3.9,Apple Pay,False
TXN144436,CUST0241,Frequent,2024-10-20,14,Adliya,Talabat,Flat White + Latte + Flat White,3,5.6,Apple Pay,True
TXN113015,CUST0042,Daily Regular,2024-10-20,13,Seef,Takeaway,Cappuccino,1,1.8,Benefit Pay,True
TXN121357,CUST0073,Daily Regular,2024-10-20,11,Riffa,Talabat,Espresso,1,1.2,Benefit Pay,True
TXN117899,CUST0061,Daily Regular,2024-10-20,16,Riffa,Takeaway,Cortado + Cheesecake,2,4.4,Benefit Pay,True
TXN130906,CUST0108,Daily Regular,2024-10-20,13,Muharraq,Dine-in,Matcha Latte + Espresso,2,3.7,Apple Pay,True
TXN128720,CUST0101,Daily Regular,2024-10-20,19,Seef,Takeaway,Matcha Latte,1,2.5,Benefit Pay,True
TXN106226,CUST0021,Daily Regular,2024-10-20,8,Muharraq,Talabat,Latte,1,1.8,Card,True
TXN119314,CUST0066,Daily Regular,2024-10-20,9,Riffa,Takeaway,Iced Latte,1,2.0,Benefit Pay,False
TXN119828,CUST0068,Daily Regular,2024-10-20,17,Riffa,Dine-in,Latte,1,1.8,Card,True
TXN106705,CUST0023,Daily Regular,2024-10-20,7,Muharraq,Dine-in,Cold Brew + Espresso,2,3.4,Card,True
TXN109172,CUST0031,Daily Regular,2024-10-20,18,Muharraq,Dine-in,Spanish Latte,1,2.1,Benefit Pay,True
TXN134396,CUST0120,Daily Regular,2024-10-20,11,Adliya,Dine-in,Iced Latte + Cold Brew,2,4.2,Apple Pay,True
TXN122771,CUST0078,Daily Regular,2024-10-20,17,Muharraq,Takeaway,Flat White + Espresso,2,3.1,Apple Pay,True
TXN143273,CUST0227,Frequent,2024-10-20,9,Adliya,Dine-in,Spanish Latte + Date Cake + Flat White,3,6.2,Apple Pay,True
TXN118196,CUST0062,Daily Regular,2024-10-20,19,Riffa,Takeaway,Americano + Flat White,2,3.3,Card,True
TXN119771,CUST0067,Daily Regular,2024-10-20,16,Seef,Takeaway,Flat White + Flat White,2,3.8,Apple Pay,True
TXN114291,CUST0047,Daily Regular,2024-10-20,14,Adliya,Dine-in,Matcha Latte + Date Cake,2,4.7,Apple Pay,True
TXN122277,CUST0077,Daily Regular,2024-10-20,17,Adliya,Talabat,Latte,1,1.8,Benefit Pay,True
TXN157363,CUST0667,Occasional,2024-10-20,8,Riffa,Talabat,Latte + Americano + Cortado,3,4.8,Apple Pay,False
TXN149832,CUST0311,Weekend Visitor,2024-10-20,17,Adliya,Talabat,Americano + Americano + Iced Latte,3,4.8,Apple Pay,False
TXN131980,CUST0111,Daily Regular,2024-10-20,16,Seef,Jahez,Iced Latte + Cappuccino,2,3.8,Benefit Pay,False
TXN126386,CUST0092,Daily Regular,2024-10-20,7,Muharraq,Dine-in,Iced Latte,1,2.0,Benefit Pay,True
TXN119785,CUST0067,Daily Regular,2024-10-20,8,Seef,Dine-in,Spanish Latte + Flat White,2,4.0,Card,True
TXN146954,CUST0272,Frequent,2024-10-20,16,Adliya,Takeaway,Cortado + Karak Tea + Espresso,3,3.6,Card,True
TXN144348,CUST0240,Frequent,2024-10-20,7,Seef,Dine-in,Americano,1,1.4,Benefit Pay,True
TXN115121,CUST0050,Daily Regular,2024-10-20,21,Seef,Talabat,Americano + Karak Tea,2,2.2,Benefit Pay,True
TXN104078,CUST0013,Daily Regular,2024-10-20,7,Muharraq,Dine-in,Latte + Cold Brew,2,4.0,Cash,True
TXN130489,CUST0107,Daily Regular,2024-10-20,8,Muharraq,Dine-in,Flat White + Matcha Latte,2,4.4,Benefit Pay,True
TXN120387,CUST0069,Daily Regular,2024-10-20,8,Muharraq,Jahez,Cappuccino + Iced Latte,2,3.8,Benefit Pay,True
TXN151522,CUST0361,Weekend Visitor,2024-10-20,8,Riffa,Talabat,Espresso + Iced Latte + Karak Tea + Cappuccino,4,5.8,Benefit Pay,False
TXN114327,CUST0047,Daily Regular,2024-10-20,13,Adliya,Takeaway,Latte + Iced Latte,2,3.8,Benefit Pay,True
TXN103130,CUST0011,Daily Regular,2024-10-20,16,Muharraq,Dine-in,Cold Brew + Cheesecake,2,5.0,Benefit Pay,True
TXN126490,CUST0092,Daily Regular,2024-10-20,10,Muharraq,Jahez,Cortado + Latte,2,3.4,Benefit Pay,True
TXN121693,CUST0074,Daily Regular,2024-10-20,16,Muharraq,Jahez,Iced Latte + Matcha Latte,2,4.5,Apple Pay,False
TXN127844,CUST0098,Daily Regular,2024-10-20,12,Riffa,Jahez,Iced Latte + Croissant,2,3.5,Benefit Pay,True
TXN152379,CUST0388,Weekend Visitor,2024-10-20,8,Riffa,Jahez,Cortado + Karak Tea + Latte,3,4.2,Apple Pay,False
TXN124211,CUST0084,Daily Regular,2024-10-20,10,Muharraq,Dine-in,Flat White + Espresso,2,3.1,Benefit Pay,True
TXN139962,CUST0185,Frequent,2024-10-20,14,Adliya,Takeaway,Latte + Cheesecake + Flat White,3,6.5,Cash,True
TXN104899,CUST0017,Daily Regular,2024-10-20,12,Riffa,Jahez,Spanish Latte,1,2.1,Benefit Pay,False
TXN154528,CUST0451,Weekend Visitor,2024-10-20,8,Muharraq,Talabat,Iced Latte + Matcha Latte,2,4.5,Benefit Pay,True
TXN150234,CUST0322,Weekend Visitor,2024-10-20,21,Muharraq,Talabat,Cold Brew + Halloumi Sandwich,2,5.4,Benefit Pay,False
TXN139314,CUST0176,Frequent,2024-10-20,16,Seef,Takeaway,Espresso + Cold Brew + Iced Latte,3,5.4,Cash,True
TXN126674,CUST0092,Daily Regular,2024-10-20,10,Muharraq,Dine-in,Flat White,1,1.9,Card,True
TXN121343,CUST0073,Daily Regular,2024-10-20,18,Riffa,Dine-in,Flat White + Americano,2,3.3,Benefit Pay,True
TXN113950,CUST0046,Daily Regular,2024-10-20,18,Riffa,Takeaway,Cappuccino,1,1.8,Apple Pay,False
TXN133893,CUST0118,Daily Regular,2024-10-20,12,Adliya,Dine-in,Flat White + Americano,2,3.3,Apple Pay,True
TXN145131,CUST0249,Frequent,2024-10-20,8,Adliya,Jahez,Cortado + Espresso,2,2.8,Benefit Pay,True
TXN107741,CUST0026,Daily Regular,2024-10-20,8,Riffa,Takeaway,Matcha Latte + Halloumi Sandwich,2,5.7,Apple Pay,True
TXN157552,CUST0692,Occasional,2024-10-20,9,Riffa,Dine-in,Matcha Latte + Iced Latte + Date Cake,3,6.7,Card,False
TXN126725,CUST0093,Daily Regular,2024-10-20,8,Seef,Takeaway,Americano + Americano,2,2.8,Benefit Pay,True
TXN100046,CUST0001,Daily Regular,2024-10-20,17,Seef,Dine-in,Cappuccino,1,1.8,Benefit Pay,True
TXN134710,CUST0121,Frequent,2024-10-20,13,Riffa,Takeaway,Cappuccino + Cheesecake,2,4.6,Benefit Pay,True
TXN107391,CUST0025,Daily Regular,2024-10-20,8,Muharraq,Takeaway,Spanish Latte,1,2.1,Apple Pay,True
TXN157760,CUST0798,One-Timer,2024-10-20,18,Muharraq,Takeaway,Latte,1,1.8,Benefit Pay,False
TXN102173,CUST0008,Daily Regular,2024-10-20,7,Seef,Takeaway,Matcha Latte + Cortado,2,4.1,Apple Pay,True
TXN110023,CUST0033,Daily Regular,2024-10-20,17,Riffa,Dine-in,Spanish Latte + Spanish Latte,2,4.2,Benefit Pay,True
TXN154248,CUST0443,Weekend Visitor,2024-10-20,8,Seef,Talabat,Matcha Latte + Spanish Latte,2,4.6,Benefit Pay,False
TXN115619,CUST0052,Daily Regular,2024-10-20,11,Muharraq,Jahez,Spanish Latte + Cold Brew,2,4.3,Benefit Pay,True
